TIPO CUERPO DE AGUA,TOX_V_15_UT (NORMAL),E_COLI,COLI_FEC,pH_CAMPO,TEMP_AGUA,COT,DBO_TOT,DQO_TOT,N_TOT,P_TOT,COLOR_VER,ABS_UV,SST,TURBIEDAD,AS_TOT,HG_TOT,PB_TOT,DUR_TOT,CONDUC_CAMPO,OD_%
LÓTICO,1,0,0,7.8,20,1,0,0,1,1,125,0.27,1,10,1,1,1,236.5,1329,77.4
LÓTICO,1,0,0,8.1,23.5,1,1,0,1,1,125,0.442,1,12,1,1,1,254.8,1415,79.9
LÓTICO,1,0,0,8,24.5,1,1,1,1,1,70,0.569,1,10,0,1,1,240.48,1381,56.8
LÓTICO,1,0,0,8,25.3,1,1,0,1,1,75,0.436,1,17,1,1,1,136.92,856,85.2
LÓTICO,1,0,0,8.2,25,1,1,1,1,1,80,0.302,1,11,1,1,1,109.17,656,82.7
LÓTICO,1,0,0,7.7,14,1,1,0,0,1,75,0.246,1,10,1,1,1,172.975,913,93
LÓTICO,1,0,0,8.1,19.7,1,1,0,1,1,90,0.291,1,8.4,1,1,1,177.523,1068,48.2
LÓTICO,1,0,0,8.1,23.4,1,1,0,1,1,70,0.498,1,11,0,1,1,226.176,1390,63.6
LÓTICO,1,0,0,8.2,22,1,1,0,1,1,75,0.107,1,22,1,1,1,172.023,1135,98.2
LÓTICO,1,0,0,7.9,24,1,1,0,1,1,60,0.227,1,9.2,1,1,1,135.986,770,79.7
LÓTICO,1,0,0,7.6,16.3,1,1,1,1,1,100,0.259,1,8,0,1,1,174.818,847,66.8
LÓTICO,1,0,0,8.2,16,1,0,0,0,1,75,0.258,1,12,0,1,1,173.548,979,77.7
LÓTICO,1,0,0,7.7,24.4,1,1,0,1,1,100,0.296,1,19,0,1,1,148.757,926,64.4
LÓTICO,1,0,0,8.2,22.6,1,0,1,1,1,100,,1,20,1,1,1,140.509,854,86.2
LÓTICO,,,,7,24,1,,0,,,,,1,34,,,,,,
LÓTICO,1,1,1,8.15,18,1,1,1,1,1,178.75,0.009,1,30,0,0,1,235.986,1095,106.3
LÓTICO,1,1,0,7.91,14.6,1,1,1,1,1,100,0.009,1,25,0,1,1,248.6076,1013,86.9
LÓTICO,1,0,0,8.03,17.9,1,1,0,1,1,300,0.0615,0,125,1,1,1,249.912,1379,50.6
LÓTICO,1,1,1,7.84,22.5,1,0,0,1,1,125,0.0195,0,230,0,0,1,317.492,1389,88.5
LÓTICO,1,0,0,7.88,25.4,1,1,0,1,1,312.5,0.0133,0,250,1,0,0,322.5474,1408,66.8
LÓTICO,1,0,0,7.9,26.3,1,1,0,1,1,125,0.3197,0,3,1,1,1,176.035,857,111.7
LÓTICO,1,0,0,7.75,23.2,1,1,0,1,1,125,0.305,1,24,0,0,1,138.151,991,47.9
LÓTICO,1,0,0,8.02,20.7,1,0,0,1,1,200,0.298,0,145,0,1,1,176.568,999,85
LÓTICO,1,1,0,7.92,19.7,1,1,0,1,1,125,0.238,0,175,0,0,1,302.36,1270,75.7
LÓTICO,1,0,0,8.2,20.1,1,1,0,1,1,125,0.363,1,100,1,0,1,273.5,1347,98.4
LÓTICO,1,0,0,8.2,22.8,0,1,0,1,1,187.5,0.321,0,1650,0,0,0,443.5,1430,80.6
LÓTICO,1,0,0,7.9,23.1,1,1,0,1,1,70,0.228,1,23,1,1,1,140.6,875,64.2
LÓTICO,1,0,0,8.1,22.5,1,1,0,1,1,75,0.274,1,37,0,0,1,174.9,921,67.5
LÓTICO,1,1,0,7.7,19.9,1,1,1,1,1,75,0.238,1,60,0,1,1,168,,51.6
LÓTICO,1,0,0,8.1,16.9,1,1,0,1,1,150,0.304,0,68,1,1,0,252.42,1124,54
LÓTICO,1,0,0,8,21.9,1,1,0,1,1,125,0.243,0,400,0,1,1,212.97,1121,69.8
LÓTICO,1,0,0,8,19.8,1,1,0,1,1,150,0.336,0,185,0,1,0,224.24,1142,56.7
LÓTICO,1,0,0,7.9,22.6,1,1,0,1,1,250,0.384,0,130,1,1,1,118.17,494,10
LÓTICO,1,1,0,7.3,22.4,1,1,0,1,1,50,0.27467,0,230,0,0,1,176.49,841,59.4
LÓTICO,1,0,0,7.9,22.2,1,1,0,1,1,150,0.3036,1,46,1,1,1,163.05,753,58.2
LÓTICO,1,1,0,8.1,17.9,1,1,0,1,1,325,0.2575,0,600,1,0,1,225.68,981,100.1
LÓTICO,1,0,0,7.9,21.4,1,1,0,1,1,150,0.38352,0,125,1,0,1,220.85,1230,70.6
LÓTICO,1,0,0,8.1,23.7,1,1,0,1,1,150,0.35501,0,250,0,1,0,234.28,1276,83.2
LÓTICO,1,0,0,8,21.9,1,1,0,1,1,100,0.26013,0,110,1,0,1,175.03,1002,69.3
LÓTICO,1,0,0,7.8,24.2,1,1,0,1,1,125,0.21786,1,74,1,1,1,119.28,619,48.6
LÓTICO,1,0,0,7.9,22.3,1,1,0,1,1,150,0.26624,1,11,1,1,1,134.32,809,62.8
LÓTICO,1,1,0,7.8,12.7,1,1,0,1,1,50,0.289,1,22,0,1,1,224.08,980,59.2
LÓTICO,1,0,0,7.8,18,1,1,1,1,1,70,2.703,1,40,1,1,1,237.14,1205,68
LÓTICO,1,0,0,7.7,20,1,1,0,1,1,70,0.387,1,21,1,1,1,248.63,1429,52.1
LÓTICO,1,0,0,7.8,24,1,1,0,1,1,75,0.638,1,27,0,1,1,230.29,1248,84.5
LÓTICO,1,0,0,7.6,24.2,1,1,0,1,1,75,0.319,1,9.1,1,1,1,133.03,754,51.5
LÓTICO,1,0,0,8,24.2,1,1,1,1,1,80,0.257,1,14,1,1,1,109.17,654,51.3
LÓTICO,1,0,0,8.1,13.7,1,1,0,1,1,70,0.26,1,21,0,1,1,203.5,941,69
LÓTICO,1,0,0,7.5,5.3,1,1,1,1,1,70,0.292,1,7.8,1,1,1,181.424,944,52.8
LÓTICO,1,1,0,8.7,21.8,1,1,0,1,1,70,0.234,1,18,0,1,1,207.328,1229,114.4
LÓTICO,1,0,0,7.8,23.9,1,1,1,1,1,100,0.009,1,13,1,1,1,165.952,1368,68.5
LÓTICO,1,0,0,8,21.6,1,1,1,1,1,60,0.25,1,12,1,1,1,131.828,710,53.7
LÓTICO,1,0,0,7.6,16.6,1,1,1,1,1,100,0.242,1,11,1,1,1,160.752,807,69
LÓTICO,1,0,0,7.9,13,,,,1,1,75,0.272,1,70,0,1,1,201.8,927,66.2
LÓTICO,1,0,0,7.8,22.7,1,1,0,1,1,75,0.319,1,25,0,1,1,161.012,950,50.6
LÓTICO,1,0,0,8.2,22.6,1,0,0,1,1,150,,0,110,0,1,1,172.173,916,75
LÓTICO,,,,7,21,1,1,0,,1,5,,1,9.1,,,,,,
LÓTICO,1,0,0,7.84,15.6,1,1,1,1,1,71.5,0.009,1,3.7,0,0,1,284.884,1162.5,13
LÓTICO,1,0,0,7.81,14.2,1,1,0,1,1,125,0.0842,1,5.6,0,1,1,274.9032,1513,12.5
LÓTICO,1,0,0,7.74,20,1,1,0,1,1,125,0.009,1,6,0,0,1,291.3824,1516,36.5
LÓTICO,1,0,0,7.73,23.2,1,1,0,1,1,312.5,0.0359,1,500,1,0,1,198.72,1167,22.1
LÓTICO,1,0,0,7.83,24.4,1,1,0,1,1,125,0.3052,1,28,1,0,1,144.97,783,84.2
LÓTICO,1,0,0,7.72,22.5,1,0,0,1,1,375,0.541,1,36,1,0,1,130.52,1082,12
LÓTICO,1,0,0,7.88,20.8,1,1,0,1,1,75,0.274,1,32.5,0,1,1,163.956,971,50.3
LÓTICO,1,0,0,7.88,16.8,1,1,0,1,1,125,0.366,1,10,0,1,1,331.69,1494,33
LÓTICO,1,0,0,7.9,14.8,1,1,0,1,1,75,0.338,1,5.2,0,0,1,277.4,1560,31.3
LÓTICO,1,0,0,7.9,20.2,1,1,0,1,1,62.5,0.33,1,12,0,0,1,281,1496,13.4
LÓTICO,1,0,0,7.9,23.6,1,0,0,1,1,75,0.239,1,20,1,0,1,137.1,852,49.7
LÓTICO,1,0,0,8.1,23.8,1,1,0,1,1,70,0.242,1,27,0,1,1,149,917,101.7
LÓTICO,1,0,0,8,20.8,1,1,1,1,1,70,0.21,1,9.8,0,1,1,166,883,40.1
LÓTICO,1,0,0,8.2,17.3,0,0,0,1,1,500,0.09,1,13,1,1,1,272,1316,52.9
LÓTICO,1,0,0,8,23.4,1,0,0,1,1,75,0.309,1,7.5,1,1,1,174.8,1038,29.1
LÓTICO,1,0,0,7.6,21.4,1,1,0,1,1,75,0.489,1,8.1,1,1,0,236.14,1284,42.1
LÓTICO,1,0,0,7.9,24.4,1,1,0,1,1,150,0.359,1,31,1,1,1,82.11,368,87.1
LÓTICO,1,0,0,7.3,22.3,1,0,0,1,1,125,0.43775,1,9.2,1,0,1,160.21,825,58.8
LÓTICO,1,0,0,8,23.5,1,1,0,1,1,70,0.27465,1,19,1,1,1,118.93,734,43.8
LÓTICO,1,0,0,7.9,14.6,1,1,0,1,1,70,0.30555,1,7.1,1,1,1,229.72,971,34.8
LÓTICO,1,0,0,8.1,19,1,1,0,1,1,125,0.30992,1,9.2,1,1,1,208.46,1075,70.2
LÓTICO,1,0,0,8,22.9,1,1,0,0,,75,0.28276,1,12,0,1,1,265.66,1500,33.5
LÓTICO,1,0,0,8.1,23.4,1,1,0,1,1,100,0.24395,1,15,1,1,1,164.85,1013,76
LÓTICO,1,0,0,7.9,24.7,1,1,0,1,1,70,0.26639,1,16,1,1,1,110.91,611,79.5
LÓTICO,1,0,0,8,22.1,1,1,0,1,1,75,0.25972,1,8.3,1,1,1,132.29,791,54.3
LÓTICO,1,0,0,7.9,17.4,1,1,0,1,1,65,0.286,1,5.4,0,1,1,240.68,1205,50.1
LÓTICO,1,0,0,7.9,22.8,1,1,0,1,1,125,0.32,1,6.9,1,1,1,242.73,1668,35.6
LÓTICO,1,0,0,7.9,22.2,1,1,0,1,1,75,0.289,1,11,1,1,1,254.8,1336,34.8
LÓTICO,1,0,0,7.8,21.9,1,1,1,1,1,60,0.552,1,3.8,0,1,1,240.48,1295,33
LÓTICO,1,0,0,7.9,23.8,1,1,0,1,1,70,0.512,1,17,1,1,1,130.98,733,76
LÓTICO,1,0,0,7.7,22.6,1,1,1,1,1,70,0.301,1,11,1,1,1,109.17,626,60.1
LÓTICO,1,0,0,8.1,14,1,1,0,0,1,75,0.253,1,8.5,1,1,1,179.08,921,79.4
LÓTICO,1,0,0,8.1,18.5,1,1,1,1,1,70,0.285,1,6.4,1,1,1,181.424,1029,30
LÓTICO,1,0,0,8,19.7,1,1,0,1,1,70,0.524,1,6.3,0,0,1,218.637,1266,37
LÓTICO,1,0,0,8,22.3,1,1,0,1,1,70,0.042,1,31,1,1,1,172.023,1142,80.1
LÓTICO,1,0,0,7.8,21,1,1,1,1,1,80,0.225,1,9,1,1,1,125.836,702,67.9
LÓTICO,1,0,0,7.8,14.8,1,1,1,1,1,80,0.262,1,6.6,1,1,1,169.902,813,47.8
LÓTICO,1,0,0,8.1,14.6,1,1,0,1,1,70,0.269,1,14,1,1,1,189.692,942,71.1
LÓTICO,1,0,0,8,23.6,1,1,0,1,1,60,0.313,1,21,1,1,1,170.057,1015,37.7
LÓTICO,1,0,0,8,22.9,1,1,0,1,1,100,,1,20,1,1,1,148.425,862,38.4
LÓTICO,1,1,1,8.97,19.4,1,1,1,1,1,178.75,0.009,1,8.4,1,0,1,195.592,963,150
LÓTICO,1,1,0,8.66,19.2,1,1,0,1,1,62.5,0.0455,1,8.3,1,1,1,212.4252,1280,140.6
LÓTICO,1,0,0,8.96,26.9,1,0,0,1,1,100,0.009,1,26,0,1,1,251.7258,1308,130
LÓTICO,1,1,0,8.65,24.5,1,0,0,1,1,125,0.009,1,45,0,1,1,230.391,1383,150
LÓTICO,1,0,0,8.41,28.4,1,1,0,1,1,125,0.2891,1,23,1,1,1,136.686,713,111.45
LÓTICO,1,0,0,7.92,24.1,1,1,0,1,1,125,0.243,1,30,1,0,1,150.71,898,43
LÓTICO,1,0,0,8.28,22.5,1,0,0,1,1,100,0.271,1,50,1,1,1,147.14,906,123.8
LÓTICO,1,1,1,8.15,20.5,1,1,0,,1,100,0.27,1,4.4,1,0,1,257.23,1233,145.9
LÓTICO,1,1,0,7.9,15.9,1,1,0,1,1,75,0.267,1,7.3,0,0,1,204.6,1390,44.8
LÓTICO,1,1,0,7.8,21.7,1,1,0,1,1,40,0.26,1,4.2,0,0,1,208.7,1450,30.3
LÓTICO,1,0,0,7.9,23.5,1,1,0,1,1,70,0.216,1,21,0,0,1,135.1,880,47.3
LÓTICO,1,1,0,8,21.4,1,1,0,1,1,60,0.197,1,17,1,0,1,132.4,741,59.2
LÓTICO,1,0,0,8,16.9,1,1,0,0,1,150,0.241,1,13,1,1,1,198.02,1070,32.3
LÓTICO,1,0,0,8.1,21.8,1,1,0,1,1,75,0.209,1,9.2,1,1,1,148.68,1011,17.1
LÓTICO,1,0,0,7.9,20.1,1,1,0,1,1,70,0.282,1,11,1,1,1,180.58,1123,63.7
LÓTICO,1,0,0,8.1,23.1,1,1,0,1,1,75,0.323,1,30,1,1,1,110.15,523,58.2
LÓTICO,1,1,0,7.5,23.5,1,0,0,1,1,100,0.29808,1,10,1,0,1,126.16,745,78.3
LÓTICO,1,0,0,8.3,24.5,1,0,0,1,1,75,0.29013,1,29,1,1,1,99.75,707,39.1
LÓTICO,1,1,1,7.7,14.8,1,1,0,1,1,60,0.25916,1,4.5,1,1,1,189.24,919,59.6
LÓTICO,1,0,0,8.5,21.1,1,0,0,0,1,150,0.24826,1,14,1,1,1,179.57,1088,
LÓTICO,1,1,0,8.1,23.5,1,1,0,1,1,125,0.25806,1,180,1,1,1,209.18,1297,51.6
LÓTICO,1,0,0,8.2,23.8,1,1,0,1,1,100,0.2236,1,14,1,1,1,160.78,1015,87.7
LÓTICO,1,0,0,8,25.8,1,1,0,1,1,70,0.28359,1,19,1,1,1,108.82,645,62
LÓTICO,1,0,0,7.9,22.1,1,1,0,1,1,125,0.28531,1,13,1,1,1,128.22,784,61
LÓTICO,1,1,0,8.1,16.4,1,1,0,1,1,75,0.25,1,10,1,1,0,192.96,1063,79.4
LÓTICO,1,1,0,8,22.7,1,1,0,1,1,70,0.269,1,8.7,1,1,1,218.42,1318,103.5
LÓTICO,1,0,0,8,21.4,1,0,0,1,1,75,0.258,1,10,1,1,1,207.53,1293,78.2
LÓTICO,1,0,0,7.9,22.9,1,1,0,1,1,70,0.355,1,6.4,0,1,0,199.72,1125,82.6
LÓTICO,1,0,0,7.9,25.8,1,1,0,1,1,70,0.3,1,13,1,1,1,136.92,861,58.9
LÓTICO,1,0,0,7.6,22.4,1,1,1,1,1,60,0.245,1,14,1,1,1,101.08,612,68
LÓTICO,1,0,0,7.9,15.8,1,1,0,0,1,75,0.23,1,8.1,1,1,1,164.835,928,56.7
LÓTICO,1,1,0,8.1,18.4,1,1,0,1,1,70,0.262,1,6.8,1,1,1,241.899,986,47.1
LÓTICO,1,0,0,8.1,27.3,1,1,0,1,1,70,0.349,1,6.3,1,1,1,183.744,1319,76.8
LÓTICO,1,0,0,8,22.7,1,1,0,1,1,70,0.043,1,22,1,1,1,182.142,1135,80.9
LÓTICO,1,0,0,8,22,1,1,0,1,1,60,0.226,1,11,1,1,1,127.745,700,76.6
LÓTICO,1,1,0,7.5,18.1,1,0,1,1,1,70,0.152,1,6.8,1,1,1,320.047,1040,52.8
LÓTICO,1,1,0,8,15.8,1,1,0,1,1,70,0.208,0,12,1,1,1,169.512,936,79.1
LÓTICO,1,0,0,8.3,24.4,1,1,0,1,1,60,0.214,1,26,1,1,1,155.499,904,87.2
LÓTICO,1,0,0,8.4,24.8,1,0,0,1,1,60,,1,20,1,1,1,112.803,740,99.2
LÓTICO,,,,8,22,1,,0,,,,,1,33,,,,,,
LÓTICO,1,1,1,7.6,23.5,1,1,1,1,1,30,0.009,1,2.5,1,1,1,121.894,929,92.9
LÓTICO,1,1,0,7.64,23.6,1,1,1,1,1,30,0.009,1,2.5,1,1,1,117.762,937,95.3
LÓTICO,1,1,1,7.6,23.5,1,1,1,1,1,40,0.009,1,2.5,1,0,1,107.1236,929,92.9
LÓTICO,1,0,0,7.66,25.5,1,1,0,1,1,40,0.009,1,2.5,1,1,1,124.729,958,94.3
LÓTICO,1,0,0,7.52,28.7,1,1,0,1,1,30,0.009,1,2.6,1,1,1,110.187,1110,97.4
LÓTICO,1,0,0,7.72,28.1,1,1,1,1,1,30,0.1808,1,2.5,1,1,1,190.532,1023,102.8
LÓTICO,1,0,0,7.32,25.5,1,1,0,1,1,40,0.228,1,2.5,1,1,1,134.536,873,97.9
LÓTICO,1,1,1,7.51,25.1,1,1,1,1,1,30,0.182,1,2.5,1,0,1,81.978,945,86.9
LÓTICO,1,1,1,7.34,24.5,1,1,0,1,1,25,0.161,1,2.5,1,1,1,131,1030,90.6
LÓTICO,1,1,0,7.7,24.4,1,1,1,1,1,25,0.208,1,2.5,1,0,1,122,1120,101.1
LÓTICO,1,0,0,7.9,27.4,1,1,1,1,1,25,0.186,1,2.5,1,0,1,104.4,1124,96.4
LÓTICO,1,0,0,7.6,26.7,1,1,0,1,1,20,0.119,1,2.5,1,0,1,113.3,970,101.7
LÓTICO,1,1,1,7.8,24.1,1,1,0,1,1,20,0.177,1,2.5,0,1,1,111.3,1151,94.4
LÓTICO,1,0,0,7.9,23.6,1,1,1,1,1,30,0.194,1,2.5,1,0,1,122.1,920,95
LÓTICO,1,1,1,7.9,20.8,1,1,1,1,1,25,0.17,1,2.5,1,1,1,269.82,992,91.4
LÓTICO,1,1,1,8,23.4,1,1,1,1,1,25,0.207,1,3.6,1,1,1,110.51,1071,94.1
LÓTICO,1,1,1,7.7,24.5,1,1,1,1,1,30,0.205,1,2.5,1,1,1,105.17,1151,90.5
LÓTICO,1,0,0,8,25.6,1,1,1,1,1,50,0.21,1,5.2,1,1,1,144.2,628,93
LÓTICO,1,1,0,7.1,23.4,1,1,1,1,1,30,0.21218,1,2.5,1,1,1,116.28,857,94.2
LÓTICO,1,0,0,7.8,23.2,1,1,1,1,1,40,0.2096,1,2.5,1,0,1,186.07,793,90.3
LÓTICO,1,0,0,7.5,21.2,1,1,1,1,1,30,0.17174,1,2.5,1,1,1,118.4,932,95.5
LÓTICO,1,1,1,7.7,22.6,1,1,1,1,1,20,0.13767,1,2.5,1,1,1,113.52,994,95
LÓTICO,1,1,1,7.7,28.1,1,1,1,1,1,25,0.16132,1,2.5,1,1,1,110.86,1250,98.6
LÓTICO,1,1,0,7,25.3,1,1,1,1,1,40,0.17897,1,2.5,1,1,1,136.36,858,97
LÓTICO,1,1,1,7.8,23.8,1,1,1,1,0,30,0.26703,1,2.8,0,1,1,119.28,721,100.4
LÓTICO,1,1,0,7.7,22.9,1,1,1,1,1,25,0.18113,1,2.5,1,1,1,116.01,1005,97.6
LÓTICO,0,1,1,7.7,21.1,1,1,1,1,1,50,0.194,1,2.9,1,1,1,118.26,1179,93.4
LÓTICO,1,0,0,7.7,23.6,1,1,1,1,1,60,0.267,1,2.7,1,1,1,103.73,1287,91.7
LÓTICO,1,1,1,7.5,27,1,1,0,1,1,15,0.158,1,2.5,1,1,1,96.58,1235,98.7
LÓTICO,1,0,0,7.6,25.6,1,1,1,1,1,20,0.21,1,2.8,1,1,1,105.98,904,92.9
LÓTICO,1,1,1,7.1,26.1,1,1,0,1,1,18,0.2,1,2.5,1,1,1,112.56,780,63.6
LÓTICO,1,1,0,8.1,25.8,1,1,1,1,1,20,0.237,1,2.5,1,1,1,101.08,705,94.3
LÓTICO,1,1,1,7.7,18.9,1,1,1,1,1,40,0.24,1,2.5,1,1,1,111.925,1114,88.2
LÓTICO,1,,,7.9,22.4,1,1,1,1,1,25,0.203,1,2.5,1,1,1,119.608,993,96.9
LÓTICO,1,0,0,8.2,22,1,1,1,1,1,30,0.23,1,5.1,1,1,1,96.125,1121,96.1
LÓTICO,1,0,0,7.7,25,1,1,0,1,1,30,0.052,1,2.9,1,1,1,91.071,1132,91.1
LÓTICO,1,1,1,7.4,24,1,1,0,1,1,50,0.269,1,3.7,1,1,1,101.867,693,79.6
LÓTICO,1,0,0,7.4,21.1,1,1,1,1,1,50,0.238,1,3,1,1,1,176.827,1056,94
LÓTICO,1,0,0,7.4,18.6,1,1,1,1,1,25,0.217,1,2.5,1,1,1,108.972,920,95.8
LÓTICO,1,0,0,7.5,25.6,1,1,1,1,1,25,0.233,1,2.7,0,1,1,109.88,856,103.5
LÓTICO,1,0,0,8,26.4,1,1,1,1,1,50,,1,2.5,1,1,1,83.118,1120,104.9
LÓTICO,,,,6,24,1,0,0,,,,,1,80,,,,,354,
LÓTICO,,,,7,28,1,1,1,,,,,1,35,,,,,434,
LÓTICO,,,,7,27,1,0,0,,,,,1,35,,,,,495,
LÓTICO,,,,7,29,1,0,0,,,,,1,48,,,,,487,
LÓTICO,,,,7,24,0,0,0,,,,,1,97,,,,,1128,
LÓTICO,,,,6,24,,1,1,,,,,1,8.7,,,,,590,
